Time [s],Voltage [V],X-averaged cell temperature [K]
8559.46,3.5227,24.9
8560.465,3.5229,24.9
8561.47,3.523,24.9
8562.461,3.5231,24.9
8563.466,3.5232,24.9
8564.468,3.5232,24.9
8565.461,3.5233,24.9
8566.465,3.5234,24.9
8567.454,3.5235,24.9
8568.461,3.5236,24.9
8569.467,3.5237,24.9
8570.556,3.5237,24.9
8571.463,3.5239,24.9
8572.465,3.524,24.9
8573.454,3.5241,24.9
8574.455,3.5242,24.9
8575.457,3.5243,24.9
8576.473,3.5244,24.9
8577.477,3.5244,24.9
8578.455,3.5245,24.9
8579.472,3.5246,24.9
8580.477,3.5247,24.9
8581.474,3.5249,24.9
8582.469,3.525,24.9
8583.477,3.5251,24.9
8584.479,3.5252,24.9
8585.465,3.5252,24.9
8586.472,3.5253,24.9
8587.526,3.5254,24.9
8588.465,3.5255,24.9
8589.47,3.5256,24.9
8590.482,3.5257,24.9
8591.46,3.5257,24.9
8592.468,3.5259,24.9
8593.46,3.526,24.9
8594.462,3.5261,24.9
8595.469,3.5262,24.9
8596.461,3.5263,24.9
8597.465,3.5263,24.9
8598.469,3.5264,24.9
8599.461,3.5265,24.9
8600.464,3.5266,24.9
8601.469,3.5267,24.9
8602.462,3.5269,24.9
8603.463,3.5269,24.9
8604.461,3.527,24.9
8605.461,3.5271,24.9
8606.465,3.5272,24.9
8607.516,3.5273,24.9
8608.463,3.5274,24.9
8609.464,3.5275,24.9
8610.451,3.5275,24.9
8611.456,3.5276,24.9
8612.46,3.5277,24.9
8613.502,3.5279,24.9
8614.456,3.528,24.9
8615.458,3.5281,24.9
8616.55,3.5282,24.9
8617.454,3.5282,24.9
8618.459,3.5283,24.9
8619.48,3.5284,24.9
8620.454,3.5285,24.9
8621.456,3.5286,24.9
8622.475,3.5287,24.9
8623.478,3.5289,24.9
8624.481,3.529,24.9
8625.473,3.5291,24.9
8626.474,3.5291,24.9
8627.474,3.5292,24.9
8628.467,3.5293,24.9
8629.471,3.5294,24.9
8630.469,3.5295,24.9
8631.461,3.5296,24.9
8632.459,3.5297,24.9
8633.471,3.5297,24.9
8634.458,3.5299,24.9
8635.458,3.5301,24.9
8636.487,3.5301,24.9
8637.479,3.5302,24.9
8638.461,3.5303,24.9
8639.53,3.5304,24.9
8640.458,3.5304,24.9
8641.459,3.5306,24.9
8642.53,3.5306,24.9
8643.454,3.5307,24.9
8644.46,3.5309,24.9
8645.478,3.531,24.9
8646.457,3.5311,24.9
8647.46,3.5312,24.9
8648.454,3.5312,24.9
8649.459,3.5313,24.9
8650.461,3.5314,24.9
8651.477,3.5315,24.9
8652.456,3.5316,24.9
8653.458,3.5317,24.9
8654.477,3.5319,24.9
8655.455,3.532,24.9
8656.475,3.532,24.9
8657.474,3.5322,24.9
8658.454,3.5322,24.9
8659.53,3.5323,24.9
8660.476,3.5324,24.9
8661.479,3.5325,24.9
8662.471,3.5326,24.9
8663.473,3.5327,24.9
8664.478,3.5329,24.9
8665.502,3.5329,24.9
8666.474,3.5331,24.9
8667.474,3.5331,24.9
8668.468,3.5332,24.9
8669.469,3.5333,24.9
8670.471,3.5334,24.9
8671.458,3.5335,24.9
8672.462,3.5335,24.9
8673.464,3.5336,24.9
8674.477,3.5338,24.9
8675.454,3.5339,24.9
8676.48,3.534,24.9
8677.468,3.5341,24.9
8678.476,3.5342,24.9
8679.457,3.5342,24.9
8680.464,3.5343,24.9
8681.467,3.5344,24.9
8682.489,3.5345,24.9
8683.456,3.5346,24.9
8684.458,3.5348,24.9
8685.484,3.5349,24.9
8686.476,3.535,24.9
8687.48,3.5351,24.9
8688.473,3.5352,24.9
8689.476,3.5352,24.9
8690.478,3.5353,24.9
8691.465,3.5354,24.9
8692.471,3.5355,24.9
8693.472,3.5356,24.9
8694.461,3.5358,24.9
8695.467,3.5359,24.9
8696.469,3.5359,24.9
8697.459,3.536,24.9
8698.465,3.5361,24.9
8699.49,3.5362,24.9
8700.456,3.5363,24.9
8701.462,3.5364,24.9
8702.449,3.5365,24.9
8703.478,3.5366,24.9
8704.456,3.5368,24.9
8705.546,3.5369,24.9
8706.473,3.5369,24.9
8707.477,3.537,24.9
8708.46,3.5371,24.9
8709.471,3.5372,24.9
8710.477,3.5373,24.9
8711.47,3.5374,24.9
8712.471,3.5375,24.9
8713.475,3.5376,24.9
8714.466,3.5376,24.9
8715.469,3.5379,24.9
8716.475,3.5379,24.9
8717.468,3.538,24.9
8718.471,3.5381,24.9
8719.474,3.5382,24.9
8720.467,3.5383,24.9
8721.469,3.5384,24.9
8722.471,3.5385,24.9
8723.466,3.5386,24.9
8724.469,3.5388,24.9
8725.465,3.5388,24.9
8726.462,3.5389,24.9
8727.465,3.539,24.9
8728.52,3.5391,24.9
8729.462,3.5392,24.9
8730.465,3.5393,24.9
8731.459,3.5394,24.9
8732.46,3.5394,24.9
8733.465,3.5396,24.9
8734.457,3.5396,24.9
8735.458,3.5398,24.9
8736.459,3.5399,24.9
8737.454,3.54,24.9
8738.456,3.5401,24.9
8739.459,3.5402,24.9
8740.477,3.5403,24.9
8741.478,3.5403,24.9
8742.455,3.5405,24.9
8743.474,3.5405,24.9
8744.477,3.5406,24.9
8745.477,3.5409,24.9
8746.469,3.5409,24.9
8747.471,3.541,24.9
8748.473,3.5411,24.9
8749.467,3.5412,24.9
8750.47,3.5413,24.9
8751.454,3.5413,24.9
8752.463,3.5415,24.9
8753.466,3.5415,24.9
8754.465,3.5416,24.9
8755.458,3.5418,24.9
8756.46,3.5419,24.9
8757.47,3.542,24.9
8758.457,3.5421,24.9
8759.46,3.5422,24.9
8760.495,3.5422,24.9
8761.456,3.5423,24.9
8762.459,3.5424,24.9
8763.478,3.5426,24.9
8764.456,3.5426,24.9
8765.457,3.5428,24.9
8766.473,3.5429,24.9
8767.479,3.543,24.9
8768.456,3.5431,24.9
8769.474,3.5432,24.9
8770.455,3.5432,24.9
8771.455,3.5433,24.9
8772.474,3.5434,24.9
8773.48,3.5435,24.9
8774.478,3.5436,24.9
8775.471,3.5438,24.9
8776.477,3.5439,24.9
8777.473,3.544,24.9
8778.47,3.5441,24.9
8779.477,3.5442,24.9
8780.529,3.5442,24.9
8781.473,3.5443,24.9
8782.476,3.5444,24.9
8783.47,3.5445,24.9
8784.473,3.5446,24.9
8785.478,3.5448,24.9
8786.499,3.5449,24.9
8787.469,3.545,24.9
8788.476,3.5451,24.9
8789.466,3.5452,24.9
8790.467,3.5453,24.9
8791.472,3.5454,24.9
8792.46,3.5455,24.9
8793.465,3.5455,24.9
8794.47,3.5457,24.9
8795.457,3.5458,24.9
8796.46,3.5459,24.9
8797.463,3.546,24.9
8798.456,3.5461,24.9
8799.46,3.5462,24.9
8800.511,3.5463,24.9
8801.476,3.5464,24.9
8802.478,3.5464,24.9
8803.45,3.5465,24.9
8804.471,3.5468,24.9
8805.47,3.5468,24.9
8806.476,3.5469,24.9
8807.464,3.547,24.9
8808.466,3.5471,24.9
8809.456,3.5472,24.9
8810.458,3.5472,24.9
8811.461,3.5473,24.9
8812.479,3.5475,24.9
8813.456,3.5475,24.9
8814.46,3.5477,24.9
8815.477,3.5478,24.9
8816.48,3.5479,24.9
8817.454,3.548,24.9
8818.473,3.5481,24.9
8819.48,3.5482,24.9
8820.481,3.5483,24.9
8821.471,3.5483,24.9
8822.476,3.5484,24.9
8823.498,3.5485,24.9
8824.468,3.5487,24.9
8825.472,3.5488,24.9
8826.456,3.5489,24.9
8827.465,3.549,24.9
8828.47,3.5491,24.9
8829.546,3.5491,24.9
8830.462,3.5493,24.9
8831.467,3.5494,24.9
8832.5,3.5494,24.9
8833.461,3.5495,24.9
8834.464,3.5497,24.9
8835.458,3.5498,24.9
8836.459,3.5499,24.9
8837.464,3.55,24.9
8838.458,3.5501,24.9
8839.459,3.5502,24.9
8840.463,3.5503,24.9
8841.457,3.5503,24.9
8842.463,3.5504,24.9
8843.468,3.5505,24.9
8844.458,3.5507,24.9
8845.461,3.5508,24.9
8846.463,3.5509,24.9
8847.455,3.551,24.9
8848.461,3.5511,24.9
8849.462,3.5512,24.9
8850.457,3.5513,24.9
8851.458,3.5513,24.9
8852.51,3.5514,24.9
8853.48,3.5517,24.9
8854.456,3.5517,24.9
8855.475,3.5518,24.9
8856.48,3.5519,24.9
8857.458,3.552,24.9
8858.49,3.5521,24.9
8859.458,3.5522,24.9
8860.462,3.5523,24.9
8861.455,3.5524,24.9
8862.459,3.5524,24.9
8863.462,3.5527,24.9
8864.48,3.5527,24.9
8865.458,3.5528,24.9
8866.461,3.5529,24.9
8867.479,3.553,24.9
8868.457,3.5531,24.9
8869.46,3.5532,24.9
8870.454,3.5533,24.9
8871.457,3.5533,24.9
8872.456,3.5534,24.9
8873.478,3.5535,24.9
8874.455,3.5537,24.9
8875.499,3.5538,24.9
8876.472,3.5539,24.9
8877.476,3.554,24.9
8878.471,3.5541,24.9
8879.471,3.5542,24.9
8880.474,3.5543,24.9
8881.541,3.5543,24.9
8882.467,3.5544,24.9
8883.47,3.5545,24.9
8884.46,3.5547,24.9
8885.465,3.5548,24.9
8886.469,3.5549,24.9
8887.46,3.555,24.9
8888.467,3.5551,24.9
8889.468,3.5552,24.9
8890.461,3.5553,24.9
8891.465,3.5554,24.9
8892.466,3.5555,24.9
8893.459,3.5555,24.9
8894.462,3.5557,24.9
8895.444,3.5558,24.9
8896.457,3.5559,24.9
8897.462,3.556,24.9
8898.508,3.5561,24.9
8899.456,3.5562,24.9
8900.461,3.5563,24.9
8901.558,3.5564,24.9
8902.455,3.5565,24.9
8903.459,3.5567,24.9
8904.541,3.5567,24.9
8905.478,3.5568,24.9
8906.457,3.5569,24.9
8907.47,3.557,24.9
8908.476,3.5571,24.9
8909.479,3.5572,24.9
8910.466,3.5573,24.9
8911.469,3.5573,24.9
8912.466,3.5574,24.9
8913.459,3.5576,24.9
8914.463,3.5577,24.9
8915.486,3.5578,24.9
8916.455,3.5579,24.9
8917.462,3.558,24.9
8918.475,3.5581,24.9
8919.455,3.5581,24.9
8920.457,3.5583,24.9
8921.53,3.5584,24.9
8922.48,3.5584,24.9
8923.458,3.5586,24.9
8924.479,3.5587,24.9
8925.48,3.5588,24.9
8926.456,3.5589,24.9
8927.475,3.559,24.9
8928.479,3.5591,24.9
8929.458,3.5591,24.9
8930.474,3.5592,24.9
8931.478,3.5593,24.9
8932.481,3.5594,24.9
8933.471,3.5596,24.9
8934.473,3.5597,24.9
8935.477,3.5598,24.9
8936.469,3.5599,24.9
8937.472,3.56,24.9
8938.475,3.5601,24.9
8939.467,3.5601,24.9
8940.469,3.5602,24.9
8941.492,3.5603,24.9
8942.465,3.5604,24.9
8943.467,3.5606,24.9
8944.467,3.5607,24.9
8945.462,3.5608,24.9
8946.465,3.5609,24.9
8947.562,3.5609,24.9
8948.461,3.561,24.9
8949.466,3.5612,24.9
8950.46,3.5612,24.9
8951.46,3.5613,24.9
8952.463,3.5614,24.9
8953.457,3.5616,24.9
8954.459,3.5617,24.9
8955.461,3.5618,24.9
8956.479,3.5619,24.9
8957.456,3.5619,24.9
8958.461,3.562,24.9
8959.478,3.5621,24.9
8960.479,3.5622,24.9
8961.456,3.5623,24.9
8962.475,3.5624,24.9
8963.479,3.5626,24.9
8964.456,3.5627,24.9
8965.475,3.5628,24.9
8966.477,3.5629,24.9
8967.48,3.563,24.9
8968.472,3.563,24.9
8969.473,3.5631,24.9
8970.471,3.5632,24.9
8971.465,3.5633,24.9
8972.466,3.5634,24.9
8973.489,3.5636,24.9
8974.46,3.5637,24.9
8975.459,3.5638,24.9
8976.457,3.5638,24.9
8977.479,3.5639,24.9
8978.457,3.564,24.9
8979.557,3.5641,24.9
8980.477,3.5642,24.9
8981.476,3.5643,24.9
8982.501,3.5644,24.9
8983.47,3.5646,24.9
8984.473,3.5646,24.9
8985.47,3.5647,24.9
8986.467,3.5648,24.9
8987.467,3.5649,24.9
8988.463,3.565,24.9
8989.463,3.5651,24.9
8990.463,3.5652,24.9
8991.455,3.5653,24.9
8992.459,3.5654,24.9
8993.459,3.5656,24.9
8994.478,3.5656,24.9
8995.457,3.5657,24.9
8996.457,3.5658,24.9
8997.474,3.5659,24.9
8998.455,3.566,24.9
8999.455,3.5661,24.9
9000.473,3.5662,24.9
9001.479,3.5663,24.9
9002.481,3.5663,24.9
9003.473,3.5664,24.9
9004.476,3.5666,24.9
9005.477,3.5667,24.9
9006.469,3.5668,24.9
9007.473,3.5669,24.9
9008.472,3.567,24.9
9009.467,3.5671,24.9
9010.471,3.5672,24.9
9011.49,3.5672,24.9
9012.466,3.5673,24.9
9013.469,3.5674,24.9
9014.456,3.5676,24.9
9015.461,3.5677,24.9
9016.465,3.5678,24.9
9017.544,3.5679,24.9
9018.462,3.568,24.9
9019.464,3.568,24.9
9020.497,3.5682,24.9
9021.458,3.5682,24.9
9022.46,3.5683,24.9
9023.477,3.5684,24.9
9024.455,3.5686,24.9
9025.456,3.5687,24.9
9026.474,3.5688,24.9
9027.476,3.5689,24.9
9028.48,3.569,24.9
9029.471,3.5691,24.9
9030.475,3.5691,24.9
9031.474,3.5693,24.9
9032.467,3.5693,24.9
9033.474,3.5695,24.9
9034.475,3.5696,24.9
9035.466,3.5697,24.9
9036.472,3.5697,24.9
9037.473,3.5699,24.9
9038.466,3.57,24.9
9039.471,3.57,24.9
9040.464,3.5701,24.9
9041.461,3.5702,24.9
9042.466,3.5703,24.9
9043.514,3.5705,24.9
9044.461,3.5706,24.9
9045.467,3.5706,24.9
9046.459,3.5708,24.9
9047.457,3.5709,24.9
9048.466,3.571,24.9
9049.455,3.571,24.9
9050.458,3.5711,24.9
9051.465,3.5712,24.9
9052.454,3.5713,24.9
9053.459,3.5715,24.9
9054.461,3.5716,24.9
9055.478,3.5717,24.9
9056.479,3.5718,24.9
9057.481,3.5719,24.9
9058.476,3.5719,24.9
9059.475,3.572,24.9
9060.541,3.5721,24.9
9061.464,3.5722,24.9
9062.469,3.5723,24.9
9063.501,3.5725,24.9
9064.462,3.5726,24.9
9065.464,3.5727,24.9
9066.456,3.5727,24.9
9067.456,3.5729,24.9
9068.46,3.5729,24.9
9069.476,3.573,24.9
9070.477,3.5731,24.9
9071.477,3.5732,24.9
9072.465,3.5733,24.9
9073.468,3.5735,24.9
9074.474,3.5736,24.9
9075.464,3.5737,24.9
9076.466,3.5737,24.9
9077.469,3.5738,24.9
9078.462,3.5739,24.9
9079.463,3.574,24.9
9080.464,3.5741,24.9
9081.457,3.5742,24.9
9082.46,3.5743,24.9
9083.464,3.5743,24.9
9084.479,3.5746,24.9
9085.456,3.5746,24.9
9086.529,3.5747,24.9
9087.473,3.5748,24.9
9088.477,3.5749,24.9
9089.455,3.575,24.9
9090.47,3.5751,24.9
9091.473,3.5752,24.9
9092.464,3.5753,24.9
9093.465,3.5755,24.9
9094.468,3.5756,24.9
9095.458,3.5756,24.9
9096.46,3.5757,24.9
9097.459,3.5758,24.9
9098.479,3.5759,24.9
9099.455,3.576,24.9
9100.455,3.5761,24.9
9101.475,3.5762,24.9
9102.476,3.5763,24.9
9103.487,3.5765,24.9
9104.472,3.5765,24.9
9105.474,3.5767,24.9
9106.547,3.5767,24.9
9107.468,3.5768,24.9
9108.471,3.5769,24.9
9109.496,3.577,24.9
9110.468,3.5771,24.9
9111.468,3.5772,24.9
9112.461,3.5773,24.9
9113.465,3.5775,24.9
9114.467,3.5775,24.9
9115.459,3.5776,24.9
9116.464,3.5777,24.9
9117.468,3.5778,24.9
9118.461,3.5779,24.9
9119.467,3.578,24.9
9120.467,3.5781,24.9
9121.46,3.5782,24.9
9122.464,3.5783,24.9
9123.456,3.5783,24.9
9124.457,3.5785,24.9
9125.464,3.5786,24.9
9126.538,3.5787,24.9
9127.457,3.5788,24.9
9128.462,3.5789,24.9
9129.562,3.579,24.9
9130.456,3.5791,24.9
9131.461,3.5792,24.9
9132.544,3.5793,24.9
9133.481,3.5795,24.9
9134.459,3.5795,24.9
9135.476,3.5796,24.9
9136.455,3.5797,24.9
9137.458,3.5798,24.9
9138.476,3.5799,24.9
9139.455,3.58,24.9
9140.459,3.5801,24.9
9141.477,3.5802,24.9
9142.457,3.5803,24.9
9143.456,3.5805,24.9
9144.476,3.5805,24.9
9145.454,3.5806,24.9
9146.503,3.5807,24.9
9147.473,3.5808,24.9
9148.48,3.5809,24.9
9149.494,3.581,24.9
9150.476,3.5811,24.9
9151.455,3.5812,24.9
9152.55,3.5814,24.9
9153.475,3.5814,24.9
9154.477,3.5815,24.9
9155.467,3.5816,24.9
9156.469,3.5817,24.9
9157.472,3.5818,24.9
9158.464,3.5819,24.9
9159.466,3.582,24.9
9160.466,3.5821,24.9
9161.456,3.5822,24.9
9162.458,3.5824,24.9
9163.456,3.5824,24.9
9164.473,3.5825,24.9
9165.475,3.5826,24.9
9166.494,3.5827,24.9
9167.462,3.5828,24.9
9168.467,3.5829,24.9
9169.449,3.583,24.9
9170.455,3.5831,24.9
9171.46,3.5831,24.9
9172.514,3.5832,24.9
9173.477,3.5834,24.9
9174.455,3.5836,24.9
9175.468,3.5836,24.9
9176.472,3.5837,24.9
9177.476,3.5838,24.9
9178.465,3.5839,24.9
9179.471,3.584,24.9
9180.477,3.5841,24.9
9181.465,3.5841,24.9
9182.468,3.5844,24.9
9183.473,3.5845,24.9
9184.464,3.5845,24.9
9185.468,3.5846,24.9
9186.469,3.5847,24.9
9187.459,3.5848,24.9
9188.461,3.5849,24.9
9189.511,3.585,24.9
9190.454,3.5851,24.9
9191.455,3.5851,24.9
9192.462,3.5854,24.9
9193.474,3.5855,24.9
9194.474,3.5855,24.9
9195.48,3.5856,24.9
9196.47,3.5857,24.9
9197.472,3.5858,24.9
9198.466,3.5859,24.9
9199.469,3.586,24.9
9200.473,3.5861,24.9
9201.462,3.5862,24.9
9202.466,3.5864,24.9
9203.469,3.5864,24.9
9204.46,3.5866,24.9
9205.463,3.5866,24.9
9206.46,3.5867,24.9
9207.455,3.5868,24.9
9208.457,3.5869,24.9
9209.483,3.587,24.9
9210.479,3.5871,24.9
9211.454,3.5871,24.9
9212.442,3.5872,24.9
9213.473,3.5874,24.9
9214.474,3.5875,24.9
9215.47,3.5876,24.9
9216.47,3.5877,24.9
9217.47,3.5878,24.9
9218.574,3.5879,24.9
9219.466,3.588,24.9
9220.468,3.5881,24.9
9221.496,3.5881,24.9
9222.464,3.5884,24.9
9223.464,3.5884,24.9
9224.456,3.5885,24.9
9225.46,3.5886,24.9
9226.459,3.5887,24.9
9227.477,3.5888,24.9
9228.46,3.5889,24.9
9229.458,3.589,24.9
9230.475,3.5891,24.9
9231.455,3.5891,24.9
9232.454,3.5892,24.9
9233.472,3.5894,24.9
9234.478,3.5895,24.9
9235.48,3.5896,24.9
9236.47,3.5897,24.9
9237.474,3.5898,24.9
9238.475,3.5899,24.9
9239.465,3.59,24.9
9240.47,3.5901,24.9
9241.493,3.5901,24.9
9242.459,3.5902,24.9
9243.465,3.5904,24.9
9244.494,3.5905,24.9
9245.456,3.5906,24.9
9246.462,3.5907,24.9
9247.565,3.5908,24.9
9248.459,3.5908,24.9
9249.463,3.5909,24.9
9250.492,3.591,24.9
9251.459,3.5911,24.9
9252.462,3.5912,24.9
9253.455,3.5914,24.9
9254.458,3.5915,24.9
9255.461,3.5916,24.9
9256.48,3.5917,24.9
9257.457,3.5917,24.9
9258.463,3.5918,24.9
9259.455,3.5919,24.9
9260.457,3.592,24.9
9261.458,3.5921,24.9
9262.477,3.5922,24.9
9263.455,3.5924,24.9
9264.455,3.5925,24.9
9265.475,3.5925,24.9
9266.478,3.5926,24.9
9267.478,3.5927,24.9
9268.472,3.5928,24.9
9269.474,3.5929,24.9
9270.467,3.593,24.9
9271.467,3.5931,24.9
9272.471,3.5933,24.9
9273.52,3.5934,24.9
9274.466,3.5935,24.9
9275.47,3.5935,24.9
9276.511,3.5936,24.9
9277.464,3.5937,24.9
9278.469,3.5938,24.9
9279.447,3.5939,24.9
9280.461,3.594,24.9
9281.464,3.5941,24.9
9282.523,3.5941,24.9
9283.458,3.5943,24.9
9284.461,3.5944,24.9
9285.454,3.5945,24.9
9286.458,3.5946,24.9
9287.46,3.5947,24.9
9288.48,3.5948,24.9
9289.46,3.5948,24.9
9290.461,3.5949,24.9
9291.479,3.595,24.9
9292.457,3.5951,24.9
9293.481,3.5953,24.9
9294.475,3.5954,24.9
9295.479,3.5955,24.9
9296.458,3.5955,24.9
9297.471,3.5957,24.9
9298.476,3.5957,24.9
9299.466,3.5958,24.9
9300.463,3.5959,24.9
9301.467,3.596,24.9
9302.49,3.5961,24.9
9303.456,3.5963,24.9
9304.461,3.5964,24.9
9305.477,3.5964,24.9
9306.477,3.5965,24.9
9307.456,3.5966,24.9
9308.472,3.5967,24.9
9309.476,3.5968,24.9
9310.48,3.5969,24.9
9311.469,3.597,24.9
9312.47,3.597,24.9
9313.475,3.5971,24.9
9314.463,3.5973,24.9
9315.469,3.5974,24.9
9316.47,3.5975,24.9
9317.463,3.5976,24.9
9318.47,3.5977,24.9
9319.516,3.5977,24.9
9320.461,3.5978,24.9
9321.466,3.5979,24.9
9322.493,3.598,24.9
9323.461,3.5981,24.9
9324.465,3.5983,24.9
9325.459,3.5984,24.9
9326.46,3.5985,24.9
9327.465,3.5986,24.9
9328.458,3.5986,24.9
9329.458,3.5987,24.9
9330.462,3.5988,24.9
9331.478,3.5989,24.9
9332.455,3.599,24.9
9333.459,3.5991,24.9
9334.479,3.5991,24.9
9335.456,3.5994,24.9
9336.476,3.5994,24.9
9337.475,3.5995,24.9
9338.477,3.5996,24.9
9339.498,3.5997,24.9
9340.47,3.5997,24.9
9341.471,3.5998,24.9
9342.494,3.5999,24.9
9343.465,3.6,24.9
9344.465,3.6001,24.9
9345.455,3.6003,24.9
9346.461,3.6003,24.9
9347.464,3.6004,24.9
9348.456,3.6005,24.9
9349.464,3.6006,24.9
9350.465,3.6007,24.9
9351.457,3.6008,24.9
9352.466,3.6009,24.9
9353.454,3.6009,24.9
9354.458,3.601,24.9
9355.468,3.6011,24.9
9356.465,3.6013,24.9
9357.459,3.6014,24.9
9358.467,3.6015,24.9
9359.456,3.6015,24.9
9360.457,3.6016,24.9
9361.464,3.6017,24.9
9362.478,3.6018,24.9
9363.46,3.6019,24.9
9364.465,3.602,24.9
9365.457,3.6021,24.9
9366.462,3.6021,24.9
9367.487,3.6023,24.9
9368.457,3.6024,24.9
9369.46,3.6025,24.9
9370.497,3.6026,24.9
9371.476,3.6027,24.9
9372.478,3.6027,24.9
9373.501,3.6028,24.9
9374.474,3.6029,24.9
9375.478,3.603,24.9
9376.469,3.6031,24.9
9377.474,3.6031,24.9
9378.479,3.6033,24.9
9379.466,3.6035,24.9
9380.474,3.6035,24.9
9381.476,3.6036,24.9
9382.468,3.6037,24.9
9383.475,3.6037,24.9
9384.463,3.6038,24.9
9385.471,3.6039,24.9
9386.479,3.604,24.9
9387.521,3.6041,24.9
9388.476,3.6043,24.9
9389.455,3.6044,24.9
9390.473,3.6044,24.9
9391.477,3.6045,24.9
9392.456,3.6046,24.9
9393.472,3.6047,24.9
9394.477,3.6048,24.9
9395.454,3.6049,24.9
9396.471,3.6049,24.9
9397.474,3.605,24.9
9398.476,3.6052,24.9
9399.467,3.6053,24.9
9400.471,3.6054,24.9
9401.49,3.6054,24.9
9402.466,3.6056,24.9
9403.469,3.6056,24.9
9404.447,3.6057,24.9
9405.465,3.6058,24.9
9406.469,3.6058,24.9
9407.466,3.6059,24.9
9408.467,3.606,24.9
9409.47,3.6062,24.9
9410.461,3.6063,24.9
9411.467,3.6064,24.9
9412.473,3.6064,24.9
9413.466,3.6065,24.9
9414.469,3.6066,24.9
9415.471,3.6067,24.9
9416.465,3.6068,24.9
9417.469,3.6069,24.9
9418.511,3.6069,24.9
9419.46,3.607,24.9
9420.463,3.6072,24.9
9421.553,3.6073,24.9
9422.454,3.6073,24.9
9423.457,3.6075,24.9
9424.476,3.6075,24.9
9425.476,3.6076,24.9
9426.479,3.6077,24.9
9427.467,3.6078,24.9
9428.475,3.6079,24.9
9429.477,3.6079,24.9
9430.467,3.608,24.9
9431.472,3.6082,24.9
9432.461,3.6082,24.9
9433.465,3.6083,24.9
9434.471,3.6084,24.9
9435.528,3.6085,24.9
9436.461,3.6086,24.9
9437.462,3.6087,24.9
9438.456,3.6087,24.9
9439.456,3.6088,24.9
9440.459,3.6089,24.9
9441.478,3.609,24.9
9442.478,3.6092,24.9
9443.454,3.6093,24.9
9444.471,3.6093,24.9
9445.473,3.6094,24.9
9446.473,3.6095,24.9
9447.463,3.6096,24.9
9448.469,3.6096,24.9
9449.471,3.6097,24.9
9450.461,3.6098,24.9
9451.464,3.6099,24.9
9452.484,3.6099,24.9
9453.457,3.6102,24.9
9454.46,3.6102,24.9
9455.525,3.6103,24.9
9456.479,3.6104,24.9
9457.455,3.6105,24.9
9458.537,3.6106,24.9
9459.481,3.6106,24.9
9460.456,3.6107,24.9
9461.476,3.6108,24.9
9462.476,3.6109,24.9
9463.477,3.6109,24.9
9464.467,3.611,24.9
9465.471,3.6112,24.9
9466.468,3.6113,24.9
9467.461,3.6114,24.9
9468.467,3.6114,24.9
9469.459,3.6115,24.9
9470.464,3.6116,24.9
9471.466,3.6117,24.9
9472.475,3.6118,24.9
9473.458,3.6118,24.9
9474.462,3.6119,24.9
9475.54,3.612,24.9
9476.458,3.612,24.9
9477.46,3.6122,24.9
9478.455,3.6123,24.9
9479.458,3.6124,24.9
9480.462,3.6125,24.9
9481.476,3.6126,24.9
9482.479,3.6126,24.9
9483.481,3.6127,24.9
9484.472,3.6128,24.9
9485.475,3.6129,24.9
9486.477,3.613,24.9
9487.469,3.6132,24.9
9488.475,3.6132,24.9
9489.48,3.6133,24.9
9490.466,3.6134,24.9
9491.47,3.6135,24.9
9492.51,3.6135,24.9
9493.465,3.6136,24.9
9494.468,3.6137,24.9
9495.547,3.6138,24.9
9496.461,3.6138,24.9
9497.466,3.6139,24.9
9498.458,3.614,24.9
9499.459,3.6142,24.9
9500.462,3.6143,24.9
9501.476,3.6143,24.9
9502.48,3.6144,24.9
9503.455,3.6145,24.9
9504.473,3.6146,24.9
9505.476,3.6146,24.9
9506.492,3.6147,24.9
9507.47,3.6148,24.9
9508.476,3.6149,24.9
9509.501,3.6149,24.9
9510.467,3.615,24.9
9511.47,3.6152,24.9
9512.459,3.6153,24.9
9513.462,3.6153,24.9
9514.465,3.6154,24.9
9515.458,3.6155,24.9
9516.46,3.6156,24.9
9517.464,3.6157,24.9
9518.459,3.6157,24.9
9519.46,3.6158,24.9
9520.459,3.6159,24.9
9521.479,3.616,24.9
9522.457,3.6162,24.9
9523.481,3.6162,24.9
9524.473,3.6163,24.9
9525.475,3.6164,24.9
9526.504,3.6165,24.9
9527.466,3.6165,24.9
9528.471,3.6166,24.9
9529.502,3.6167,24.9
9530.463,3.6168,24.9
9531.469,3.6169,24.9
9532.46,3.6169,24.9
9533.459,3.6171,24.9
9534.463,3.6172,24.9
9535.478,3.6173,24.9
9536.456,3.6173,24.9
9537.458,3.6174,24.9
9538.475,3.6175,24.9
9539.476,3.6175,24.9
9540.48,3.6176,24.9
9541.47,3.6177,24.9
9542.472,3.6178,24.9
9543.457,3.6178,24.9
9544.464,3.6179,24.9
9545.466,3.6181,24.8
9546.531,3.6182,24.8
9547.461,3.6183,24.8
9548.464,3.6183,24.8
9549.458,3.6184,24.8
9550.462,3.6185,24.8
9551.469,3.6186,24.8
9552.461,3.6186,24.8
9553.467,3.6187,24.8
9554.47,3.6188,24.8
9555.461,3.6188,24.8
9556.467,3.6189,24.8
9557.467,3.6191,24.8
9558.461,3.6192,24.8
9559.465,3.6192,24.8
9560.458,3.6193,24.8
9561.459,3.6194,24.8
9562.464,3.6195,24.8
9563.54,3.6195,24.8
