Time [s],Voltage [V],X-averaged cell temperature [K]
5832.334,3.0559,24.8
5833.395,3.0559,24.8
5834.347,3.0559,24.8
5835.33,3.0559,24.8
5836.382,3.0559,24.8
5837.344,3.0559,24.8
5838.351,3.056,24.8
5839.418,3.056,24.8
5840.347,3.0559,24.8
5841.33,3.056,24.8
5842.331,3.056,24.8
5843.345,3.0559,24.8
5844.327,3.056,24.8
5845.331,3.056,24.8
5846.341,3.056,24.8
5847.351,3.056,24.8
5848.328,3.056,24.8
5849.344,3.056,24.8
5850.329,3.056,24.8
5851.333,3.056,24.8
5852.348,3.056,24.8
5853.328,3.056,24.8
5854.33,3.056,24.8
5855.338,3.056,24.8
5856.346,3.056,24.8
5857.329,3.0561,24.8
5858.341,3.0561,24.8
5859.349,3.0561,24.8
5860.329,3.0561,24.8
5861.34,3.0561,24.8
5862.347,3.0561,24.8
5863.351,3.0561,24.8
5864.336,3.0561,24.8
5865.34,3.0561,24.8
5866.327,3.0561,24.8
5867.337,3.0562,24.8
5868.311,3.0561,24.9
5869.328,3.0561,24.9
5870.336,3.0562,24.9
5871.397,3.0562,24.9
5872.33,3.0562,24.9
5873.341,3.0562,24.9
5874.357,3.0562,24.9
5875.331,3.0562,24.9
5876.345,3.0562,24.9
5877.379,3.0562,24.9
5878.336,3.0562,24.9
5879.327,3.0562,24.9
5880.393,3.0562,24.9
5881.349,3.0562,24.9
5882.333,3.0562,24.9
5883.338,3.0562,24.9
5884.352,3.0562,24.9
5885.338,3.0562,24.9
5886.348,3.0562,24.9
5887.337,3.0563,24.9
5888.326,3.0563,24.9
5889.338,3.0563,24.9
5890.35,3.0563,24.9
5891.329,3.0563,24.9
5892.344,3.0563,24.9
5893.328,3.0563,24.9
5894.389,3.0563,24.9
5895.343,3.0563,24.9
5896.331,3.0563,24.9
5897.386,3.0563,24.9
5898.325,3.0564,24.9
