Capacity [A.h],Voltage [V]
3.72668419779444,4.0630069
3.74550575702297,4.0669231
3.76432728954508,4.0729599
3.78314888421348,4.0765891
3.80197053532828,4.0797606
3.82079209780667,4.0848227
3.83961370946957,4.0891972
3.85843519766927,4.0934
3.87725671189581,4.0978703
3.89607819221942,4.1023974
3.91489973856126,4.1073451
3.93372120644997,4.1115289
3.95254270242799,4.115407
3.97136425429343,4.1190171
3.99018580186649,4.1234684
4.00900737832065,4.1273842
4.02782893105022,4.1312051
4.04665038657869,4.1356177
4.06547197097832,4.1396294
4.08429350594824,4.1447301
4.10311503065565,4.1470795
4.12193658103378,4.1511297
4.14075814686889,4.1548738
4.159579727612,4.1571279
4.17840124575206,4.1598406
4.19722274696416,4.1628013
4.21604419630521,4.1653233
4.2348657268991,4.1679401
4.25368724606793,4.1695447
4.27250874138738,4.1711688
4.29133021816967,4.1734419
4.31015180372651,4.1747026
4.32897326998776,4.1758108
4.3477947812593,4.1769567
4.36661629225339,4.1780648
4.38543780270355,4.1796122
4.4042593755859,4.1807966
4.42308092459116,4.1816182
4.44190239291651,4.1832228
4.46072400326658,4.1842542
4.47954547499628,4.1855531
4.49836702285123,4.187387
4.51718860795494,4.1892018
4.53601013339019,4.1916661
4.55483166467114,4.1914945
4.57365318456077,4.1942453
4.59247473600258,4.1965375
4.61129626525895,4.1990018
4.63011782215435,4.2014089
4.64893939209649,4.2039304
4.6677609598546,4.206089
4.68658249437372,4.2092791
4.70540401100621,4.2128515
4.72422551654836,4.2165384
4.74304701948066,4.2212567
4.76186854452232,4.2249627
4.78069003599693,4.2305984
4.79951152147822,4.2367306
4.81833306007496,4.2423658
4.83715457762138,4.248899
4.85597605578081,4.2557378
4.87479750669966,4.2647929
4.89361903100236,4.2717462
4.91244057475515,4.2803617
